surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,cp_data,lesion_1_site,lesion_1_type,lesion_1_subtype,lesion_1_specific,num_lesions
yes,young,38.1,136.0,48.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,hypermotile,moderate,slight,less_1_liter,4.4,increased,distend_large,33.0,4.9,cloudy,2.9,died,yes,yes,2,2,0,5,1
yes,adult,38.2,64.0,25.0,cool,reduced,pale_pink,more_3_sec,extreme_pain,hypomotile,moderate,significant,less_1_liter,5.0,absent,distend_large,46.0,5.9,nan,2.3,died,yes,no,3,0,2,5,1
yes,adult,38.0,48.0,25.0,normal,normal,normal_pink,less_3_sec,alert,normal,severe,slight,less_1_liter,5.0,absent,distend_large,45.0,7.5,nan,2.3,lived,yes,no,3,1,1,1,1
no,adult,38.0,56.0,25.0,normal,normal,pale_pink,less_3_sec,alert,hypermotile,none,none,none,5.0,normal,normal,42.0,71.0,nan,2.3,lived,no,no,0,0,0,0,0
no,adult,38.0,60.0,32.0,normal,normal,nan,less_3_sec,mild_pain,hypomotile,slight,none,none,5.0,decreased,distend_large,50.0,7.0,clear,1.0,lived,no,no,0,0,0,0,0
yes,adult,38.1,44.0,9.0,cool,normal,normal_pink,less_3_sec,depressed,normal,none,none,none,5.0,absent,distend_large,31.0,7.3,nan,2.3,lived,no,no,5,1,2,4,1
no,adult,36.0,42.0,30.0,cool,normal,bright_red,less_3_sec,nan,nan,slight,slight,none,5.0,decreased,distend_large,64.0,6.8,nan,2.3,died,no,no,1,4,0,0,1
yes,adult,38.2,120.0,25.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,none,5.0,absent,distend_large,57.0,4.5,serosanguious,3.9,died,yes,yes,3,2,0,5,1
yes,adult,37.8,48.0,28.0,normal,normal,normal_pink,more_3_sec,alert,normal,none,slight,none,5.0,normal,normal,46.0,5.9,cloudy,7.0,lived,no,yes,0,0,0,0,0
yes,adult,37.1,84.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,nan,2.3,euthanized,no,no,1,4,0,0,1
no,adult,38.2,80.0,32.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,5.0,decreased,distend_large,50.0,80.0,nan,2.3,lived,yes,no,0,0,0,0,0
yes,adult,38.2,48.0,25.0,normal,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,none,more_1_liter,2.0,absent,distend_large,42.0,71.0,nan,2.3,lived,yes,no,3,1,1,1,1
no,adult,38.0,44.0,12.0,warm,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,none,less_1_liter,6.5,normal,distend_small,33.0,6.5,nan,2.3,died,yes,no,2,2,0,9,1
yes,adult,38.3,132.0,25.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.2,absent,distend_small,57.0,8.0,nan,5.2,lived,yes,yes,2,1,1,2,1
no,adult,38.7,48.0,24.0,cool,normal,nan,nan,alert,hypermotile,slight,none,none,5.0,normal,distend_large,34.0,63.0,nan,2.3,lived,no,no,0,0,0,0,0
no,adult,38.9,44.0,14.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,5.0,decreased,distend_large,33.0,64.0,nan,2.3,lived,no,no,0,0,0,0,0
yes,adult,39.3,64.0,25.0,cool,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,slight,none,more_1_liter,4.0,absent,distend_small,75.0,7.5,serosanguious,4.3,died,yes,yes,2,2,0,7,1
yes,adult,38.2,100.0,25.0,cool,reduced,pale_cyanotic,more_3_sec,nan,absent,severe,slight,none,2.0,decreased,distend_large,68.0,64.0,serosanguious,2.0,lived,yes,no,2,2,0,9,1
no,adult,38.6,48.0,20.0,cool,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,5.0,decreased,distend_large,50.0,7.3,clear,2.3,lived,no,yes,3,1,1,1,1
no,adult,38.8,48.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,severe,slight,none,5.0,decreased,distend_large,41.0,65.0,nan,2.3,lived,yes,no,4,1,2,4,1
no,adult,38.0,48.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,alert,absent,slight,slight,none,5.0,decreased,distend_large,49.0,8.3,clear,2.3,lived,no,yes,4,0,0,0,1
no,adult,38.6,52.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,5.0,normal,distend_large,36.0,6.6,clear,5.0,lived,no,yes,0,0,0,0,0
yes,adult,37.8,60.0,24.0,normal,normal,pale_pink,more_3_sec,nan,absent,severe,slight,more_1_liter,2.0,decreased,distend_large,52.0,75.0,nan,2.3,euthanized,yes,no,2,2,0,5,1
no,adult,38.0,42.0,40.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,5.0,decreased,distend_large,45.0,7.5,nan,2.3,lived,no,no,3,1,1,1,1
no,adult,38.2,64.0,12.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,slight,significant,none,5.0,normal,distend_large,44.0,7.5,cloudy,2.3,lived,no,yes,0,0,0,0,0
yes,adult,38.2,64.0,25.0,cool,normal,nan,nan,severe_pain,nan,slight,none,none,5.0,decreased,distend_large,35.0,58.0,cloudy,1.0,lived,yes,no,4,2,0,5,1
yes,adult,38.3,42.0,24.0,cool,normal,nan,less_3_sec,nan,nan,slight,slight,none,5.0,decreased,distend_large,40.0,8.5,nan,2.3,died,yes,no,7,1,1,3,1
no,adult,39.5,60.0,10.0,cool,normal,nan,more_3_sec,mild_pain,hypomotile,slight,slight,none,5.0,decreased,distend_large,38.0,56.0,clear,2.3,lived,no,no,0,0,0,0,0
yes,adult,38.0,66.0,20.0,normal,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,none,none,none,5.0,decreased,distend_large,46.0,46.0,serosanguious,2.0,euthanized,yes,no,6,2,0,9,1
yes,adult,38.7,76.0,25.0,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.0,absent,distend_small,50.0,8.0,nan,2.3,lived,yes,yes,2,2,0,8,1
yes,adult,39.4,120.0,48.0,cool,normal,bright_red,less_3_sec,nan,hypomotile,moderate,none,none,5.0,absent,distend_large,56.0,64.0,clear,2.0,euthanized,no,no,1,4,0,0,1
yes,adult,38.3,40.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,none,5.0,increased,normal,43.0,5.9,clear,2.3,lived,no,yes,0,0,0,0,0
no,adult,38.2,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,5.0,decreased,normal,45.0,6.3,nan,2.3,lived,no,no,3,1,1,1,1
yes,adult,38.4,104.0,40.0,normal,normal,pale_pink,less_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,decreased,distend_small,55.0,8.5,nan,2.3,lived,yes,no,2,1,2,4,1
yes,adult,38.2,65.0,24.0,cool,normal,nan,more_3_sec,extreme_pain,nan,severe,significant,none,5.0,decreased,distend_large,45.0,7.5,nan,2.3,euthanized,yes,no,3,2,0,5,1
no,adult,37.5,44.0,20.0,normal,normal,pale_pink,less_3_sec,nan,hypermotile,none,slight,none,5.0,normal,distend_large,35.0,7.2,nan,2.3,lived,no,no,0,0,0,0,0
no,adult,39.0,86.0,16.0,cool,reduced,bright_red,nan,mild_pain,hypomotile,moderate,slight,less_1_liter,5.0,decreased,distend_large,68.0,5.8,serosanguious,6.0,died,yes,yes,5,4,0,0,1
yes,adult,38.5,129.0,48.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,decreased,distend_large,57.0,66.0,serosanguious,2.0,lived,yes,no,2,2,0,6,1
yes,adult,38.2,104.0,25.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,69.0,8.6,cloudy,3.4,died,yes,yes,2,2,0,7,1
no,adult,38.2,64.0,25.0,cool,absent,dark_cyanotic,nan,severe_pain,nan,severe,slight,none,5.0,decreased,distend_large,45.0,7.5,nan,2.3,died,yes,yes,3,4,0,0,1
yes,adult,38.2,64.0,25.0,cool,normal,nan,nan,nan,nan,slight,slight,none,5.0,decreased,distend_large,45.0,7.5,nan,2.3,lived,yes,no,2,2,0,8,1
yes,adult,38.2,60.0,30.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,5.0,decreased,distend_large,48.0,66.0,nan,2.3,lived,yes,no,6,1,1,2,1
yes,adult,38.2,68.0,14.0,cool,normal,pale_cyanotic,less_3_sec,severe_pain,nan,slight,slight,none,4.3,decreased,distend_large,45.0,7.5,cloudy,2.8,died,yes,yes,4,2,0,5,1
yes,adult,38.2,60.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,5.0,absent,distend_large,45.0,70.0,serosanguious,2.0,lived,yes,no,6,1,1,1,1
no,adult,38.5,100.0,25.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,severe,slight,none,5.0,absent,distend_large,45.0,7.5,nan,2.3,euthanized,no,yes,1,1,1,1,1
yes,adult,38.4,84.0,30.0,cool,normal,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,47.0,7.5,serosanguious,2.3,died,yes,no,2,3,0,0,1
no,adult,37.8,48.0,14.0,cool,normal,normal_pink,less_3_sec,mild_pain,nan,slight,none,more_1_liter,5.3,normal,distend_large,35.0,7.5,nan,2.3,lived,no,yes,3,1,1,1,1
yes,adult,38.0,64.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,nan,severe,none,none,5.0,decreased,distend_large,68.0,7.8,nan,2.3,died,yes,no,2,2,0,5,1
no,adult,37.8,56.0,16.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,none,slight,none,5.0,normal,distend_large,44.0,68.0,clear,1.0,lived,no,no,0,0,0,0,0
no,adult,38.2,68.0,32.0,warm,normal,bright_pink,less_3_sec,alert,hypermotile,none,significant,none,5.0,normal,normal,43.0,65.0,nan,2.3,lived,no,no,0,0,0,0,0
yes,adult,38.5,120.0,60.0,cool,reduced,dark_cyanotic,more_3_sec,nan,hypomotile,slight,slight,none,5.0,decreased,distend_large,54.0,7.5,nan,2.3,lived,yes,no,5,4,0,0,1
yes,adult,39.3,64.0,90.0,warm,reduced,normal_pink,less_3_sec,nan,hypomotile,none,none,less_1_liter,5.0,decreased,distend_large,39.0,6.7,nan,2.3,lived,yes,no,2,1,1,10,1
yes,adult,38.4,80.0,30.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,5.0,absent,distend_large,32.0,6.1,serosanguious,4.3,lived,yes,yes,7,2,0,9,1
yes,adult,38.5,60.0,25.0,normal,normal,nan,less_3_sec,nan,hypermotile,none,slight,none,5.0,decreased,distend_large,33.0,53.0,clear,2.3,lived,yes,no,4,1,1,1,1
yes,adult,38.3,60.0,16.0,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,none,slight,less_1_liter,3.0,normal,distend_small,30.0,6.0,clear,3.0,lived,yes,no,3,1,1,10,1
yes,adult,37.1,40.0,8.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,none,none,none,5.0,decreased,distend_large,23.0,6.7,serosanguious,2.3,lived,yes,yes,3,1,3,3,1
no,young,38.2,100.0,44.0,warm,normal,normal_pink,less_3_sec,severe_pain,hypermotile,none,slight,none,5.0,normal,distend_large,37.0,4.7,nan,2.3,lived,no,no,7,1,1,1,1
yes,adult,38.2,48.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,5.0,absent,distend_large,48.0,74.0,clear,2.0,lived,yes,no,5,1,1,1,1
yes,adult,38.2,60.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,severe,slight,none,5.0,decreased,distend_large,58.0,7.6,nan,2.3,died,yes,no,3,2,0,5,1
no,adult,37.9,88.0,24.0,normal,normal,bright_pink,less_3_sec,depressed,normal,none,slight,none,5.0,absent,normal,37.0,56.0,nan,2.3,lived,no,no,0,0,0,0,0
no,adult,38.0,44.0,12.0,cool,normal,normal_pink,nan,nan,hypermotile,slight,slight,none,5.0,normal,distend_large,42.0,64.0,nan,2.3,lived,no,no,0,0,0,0,0
no,adult,38.5,60.0,20.0,normal,normal,bright_red,more_3_sec,depressed,normal,none,slight,none,5.0,increased,distend_large,63.0,7.5,cloudy,2.3,euthanized,no,yes,3,0,0,0,1
no,adult,38.5,96.0,36.0,cool,reduced,nan,more_3_sec,depressed,absent,slight,none,less_1_liter,5.0,absent,distend_large,70.0,8.5,nan,2.3,died,yes,yes,1,4,0,0,1
no,adult,38.3,60.0,20.0,normal,normal,normal_pink,more_3_sec,alert,hypomotile,none,slight,none,5.0,decreased,distend_large,34.0,66.0,nan,2.3,lived,no,no,0,0,0,0,0
no,adult,38.5,60.0,40.0,cool,normal,bright_pink,less_3_sec,depressed,hypermotile,slight,slight,none,5.0,decreased,distend_large,49.0,59.0,nan,2.3,lived,no,no,0,0,0,0,0
yes,adult,37.3,48.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,none,5.0,decreased,distend_large,40.0,6.6,cloudy,2.3,lived,yes,yes,3,2,0,5,1
yes,adult,38.5,86.0,25.0,normal,normal,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,none,5.0,decreased,distend_large,45.0,7.4,clear,3.4,died,yes,yes,3,2,0,9,1
yes,adult,37.5,48.0,40.0,cool,normal,nan,nan,nan,nan,slight,none,none,5.0,decreased,distend_large,41.0,55.0,serosanguious,2.0,euthanized,yes,no,2,2,0,8,1
no,adult,37.2,36.0,9.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,none,5.0,absent,normal,35.0,5.7,nan,2.3,lived,no,no,3,1,1,10,1
yes,adult,39.2,64.0,23.0,cool,normal,pale_pink,less_3_sec,severe_pain,absent,slight,slight,none,5.0,decreased,distend_large,36.0,6.6,clear,3.0,lived,yes,yes,3,1,1,5,1
no,adult,38.5,100.0,25.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,severe,slight,none,5.0,absent,distend_large,45.0,7.5,nan,2.3,euthanized,no,no,4,1,2,4,1
yes,adult,38.5,96.0,30.0,warm,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,none,5.0,decreased,distend_large,50.0,65.0,nan,2.3,lived,yes,no,6,1,1,1,1
yes,adult,38.2,64.0,25.0,cool,normal,nan,nan,nan,nan,slight,slight,none,5.0,decreased,distend_large,45.0,8.7,nan,2.3,died,yes,no,2,2,0,8,1
yes,adult,37.8,88.0,80.0,cool,reduced,bright_red,more_3_sec,nan,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_large,64.0,89.0,nan,2.3,euthanized,yes,no,3,2,0,5,1
no,adult,37.5,44.0,10.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,slight,none,5.0,decreased,distend_large,43.0,51.0,clear,1.0,lived,no,no,0,0,0,0,0
yes,adult,37.9,68.0,20.0,cool,normal,bright_pink,less_3_sec,depressed,absent,slight,slight,none,5.0,normal,distend_large,45.0,4.0,serosanguious,2.8,died,yes,yes,5,4,0,0,1
yes,adult,38.0,86.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,severe,none,none,5.0,absent,distend_large,45.0,5.5,clear,10.1,died,yes,yes,3,1,1,1,1
yes,young,38.9,120.0,30.0,normal,reduced,bright_pink,more_3_sec,mild_pain,hypomotile,moderate,significant,none,3.0,decreased,distend_large,47.0,6.3,clear,2.3,lived,no,no,2,1,2,4,1
yes,adult,37.6,45.0,12.0,cool,normal,pale_pink,less_3_sec,nan,normal,slight,slight,none,5.0,normal,distend_small,39.0,7.0,cloudy,1.5,lived,yes,yes,2,1,1,2,1
no,adult,38.6,56.0,32.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,5.0,increased,distend_large,40.0,7.0,cloudy,2.1,lived,no,yes,0,0,0,0,0
yes,adult,37.8,40.0,12.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,none,5.0,normal,distend_large,38.0,7.0,nan,2.3,lived,yes,no,3,1,1,1,1
no,adult,38.2,64.0,25.0,cool,normal,nan,nan,nan,nan,slight,slight,none,5.0,decreased,distend_large,45.0,7.5,nan,2.3,lived,no,no,0,0,0,0,0
yes,adult,38.0,76.0,18.0,cool,normal,nan,more_3_sec,nan,nan,slight,slight,none,5.0,decreased,distend_large,71.0,11.0,nan,2.3,lived,yes,yes,2,2,0,9,1
yes,adult,38.1,40.0,36.0,normal,normal,bright_pink,less_3_sec,depressed,normal,slight,slight,none,5.0,decreased,distend_large,45.0,7.5,nan,2.3,euthanized,yes,no,3,1,1,2,1
yes,adult,38.2,52.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,5.0,absent,distend_small,37.0,8.1,nan,2.3,lived,yes,no,2,1,1,1,1
yes,adult,39.2,88.0,58.0,cool,absent,nan,more_3_sec,extreme_pain,absent,slight,slight,none,5.0,decreased,distend_large,45.0,7.5,cloudy,2.0,euthanized,no,no,3,2,0,5,1
yes,adult,38.5,92.0,40.0,cool,reduced,nan,less_3_sec,depressed,absent,moderate,slight,none,5.0,absent,distend_large,46.0,67.0,cloudy,2.0,lived,yes,no,2,2,0,8,1
yes,adult,38.2,112.0,13.0,cool,absent,pale_cyanotic,less_3_sec,depressed,hypomotile,none,slight,none,4.5,absent,distend_small,60.0,6.3,serosanguious,2.3,lived,yes,yes,2,2,0,5,1
yes,adult,37.7,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,5.0,absent,distend_small,31.5,6.2,cloudy,1.6,lived,yes,yes,2,2,0,8,1
yes,adult,38.8,50.0,14.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,none,none,5.0,decreased,distend_large,38.0,58.0,nan,2.3,lived,yes,no,3,1,1,1,1
no,adult,38.4,54.0,24.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,none,5.0,decreased,distend_large,49.0,7.2,clear,8.0,lived,no,yes,3,1,1,1,1
yes,adult,39.2,120.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,none,more_1_liter,5.0,decreased,distend_small,60.0,8.8,serosanguious,2.3,died,yes,no,2,2,0,5,1
yes,young,38.2,64.0,25.0,cool,normal,nan,nan,nan,nan,slight,slight,none,5.0,decreased,distend_large,45.0,6.5,cloudy,2.3,lived,yes,yes,9,0,0,0,1
yes,adult,37.3,90.0,40.0,cool,normal,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,5.0,normal,distend_large,65.0,50.0,serosanguious,2.0,euthanized,yes,no,3,2,0,5,1
yes,young,38.5,120.0,70.0,cool,normal,nan,nan,nan,hypermotile,slight,slight,none,5.0,normal,distend_large,35.0,54.0,clear,1.0,lived,yes,no,4,2,0,5,1
yes,adult,38.5,104.0,40.0,cool,reduced,nan,less_3_sec,severe_pain,hypomotile,severe,slight,none,5.0,decreased,distend_large,45.0,7.5,nan,2.3,lived,yes,no,2,1,2,4,1
no,adult,39.5,92.0,28.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,none,slight,more_1_liter,5.0,absent,distend_large,72.0,6.4,nan,3.6,died,no,no,3,3,0,0,1
yes,adult,38.5,30.0,18.0,cool,normal,nan,nan,nan,nan,slight,slight,none,5.0,decreased,distend_large,40.0,7.7,nan,2.3,lived,yes,no,2,1,1,3,1
yes,adult,38.3,72.0,30.0,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,5.0,decreased,distend_large,43.0,7.0,cloudy,3.9,lived,yes,yes,3,1,1,3,1
no,adult,37.5,48.0,30.0,cool,normal,pale_pink,less_3_sec,nan,normal,none,none,none,5.0,normal,normal,48.0,8.6,nan,2.3,lived,no,no,4,0,0,0,1
yes,adult,38.1,52.0,24.0,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,none,slight,more_1_liter,7.0,normal,distend_large,54.0,7.5,cloudy,2.6,died,yes,yes,2,2,0,6,1
no,adult,38.2,42.0,26.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,slight,none,5.0,normal,distend_large,36.0,6.9,nan,2.3,lived,no,no,3,1,1,1,1
no,adult,37.9,54.0,42.0,warm,normal,bright_red,less_3_sec,mild_pain,hypermotile,none,slight,none,5.0,decreased,distend_large,47.0,54.0,serosanguious,1.0,lived,no,no,0,0,0,0,0
no,adult,36.1,88.0,25.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,decreased,distend_small,45.0,7.0,serosanguious,4.8,euthanized,yes,yes,2,2,0,9,1
yes,adult,38.1,70.0,22.0,cool,normal,nan,less_3_sec,extreme_pain,hypomotile,slight,slight,none,5.0,decreased,distend_large,36.0,65.0,nan,2.3,euthanized,yes,no,3,2,0,5,1
yes,adult,38.0,90.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,none,5.0,absent,distend_large,55.0,6.1,nan,2.3,died,yes,no,3,2,0,5,1
yes,adult,38.2,52.0,16.0,normal,normal,bright_pink,less_3_sec,alert,normal,none,none,none,5.0,normal,distend_large,43.0,8.1,nan,2.3,lived,no,yes,0,0,0,0,0
yes,adult,38.2,36.0,32.0,normal,normal,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.0,decreased,distend_small,41.0,5.9,nan,2.3,died,yes,no,2,2,0,5,1
yes,adult,38.4,92.0,20.0,normal,normal,nan,more_3_sec,nan,hypomotile,moderate,slight,none,5.0,normal,distend_large,45.0,7.5,nan,2.3,lived,yes,yes,2,2,0,8,1
yes,young,38.2,124.0,88.0,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,severe,slight,none,5.0,decreased,distend_large,47.0,8.0,clear,2.3,lived,yes,yes,9,4,0,0,1
no,adult,38.2,96.0,25.0,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,slight,none,5.0,absent,distend_large,60.0,7.5,nan,2.3,died,yes,no,4,1,1,10,1
yes,adult,37.6,68.0,32.0,cool,normal,pale_pink,less_3_sec,severe_pain,normal,severe,slight,less_1_liter,6.5,normal,distend_large,47.0,7.2,clear,2.3,lived,yes,no,3,2,0,9,1
yes,adult,38.1,88.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,5.0,decreased,distend_small,41.0,4.6,nan,2.3,died,yes,no,2,2,0,9,1
yes,adult,38.0,108.0,60.0,warm,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,none,5.0,decreased,distend_small,45.0,7.5,serosanguious,2.3,lived,yes,no,2,2,0,5,1
no,adult,38.2,48.0,25.0,warm,normal,normal_pink,more_3_sec,mild_pain,hypomotile,none,slight,none,5.0,decreased,distend_large,34.0,6.6,nan,2.3,lived,no,no,3,1,1,1,1
yes,adult,39.3,100.0,51.0,cool,absent,dark_cyanotic,less_3_sec,depressed,absent,none,none,more_1_liter,2.0,decreased,distend_small,66.0,13.0,serosanguious,2.0,euthanized,yes,no,2,1,1,3,1
no,adult,36.6,42.0,18.0,cool,reduced,bright_pink,less_3_sec,alert,absent,none,none,none,5.0,decreased,distend_large,52.0,7.1,nan,2.3,died,yes,no,5,1,1,1,1
yes,young,38.8,124.0,36.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,severe,none,none,5.0,absent,distend_small,50.0,7.6,serosanguious,2.3,died,yes,yes,2,2,0,8,1
no,adult,38.2,112.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,none,5.0,absent,distend_large,40.0,5.3,serosanguious,2.6,lived,no,yes,4,0,0,0,1
yes,adult,38.2,80.0,25.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,severe,slight,none,5.0,absent,distend_large,43.0,70.0,nan,2.3,lived,yes,no,3,1,1,1,1
yes,young,38.8,184.0,84.0,normal,normal,normal_pink,less_3_sec,severe_pain,hypermotile,moderate,slight,none,5.0,increased,distend_large,33.0,3.3,nan,2.3,died,yes,no,7,1,1,1,1
yes,adult,37.5,72.0,25.0,warm,normal,normal_pink,less_3_sec,depressed,hypermotile,none,none,none,5.0,normal,distend_large,35.0,65.0,cloudy,2.0,euthanized,yes,no,7,2,0,9,1
yes,adult,38.7,96.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,nan,absent,slight,slight,more_1_liter,7.5,decreased,distend_large,64.0,9.0,nan,2.3,died,yes,yes,2,2,0,5,1
no,adult,37.5,52.0,12.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,5.0,decreased,distend_large,36.0,61.0,clear,1.0,lived,no,no,0,0,0,0,0
yes,adult,40.8,72.0,42.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,slight,none,5.0,decreased,distend_large,54.0,7.4,serosanguious,2.3,died,yes,yes,11,4,0,0,1
no,adult,38.0,40.0,25.0,cool,normal,normal_pink,less_3_sec,severe_pain,hypomotile,slight,none,none,5.0,absent,distend_large,37.0,69.0,nan,2.3,lived,no,no,0,0,0,0,0
no,adult,38.4,48.0,16.0,warm,normal,normal_pink,less_3_sec,alert,nan,slight,slight,none,5.0,decreased,distend_large,39.0,6.5,nan,2.3,lived,no,yes,3,1,1,1,1
no,young,38.6,88.0,28.0,cool,normal,nan,nan,nan,nan,slight,slight,none,5.0,decreased,distend_large,35.0,5.9,nan,2.3,lived,no,no,0,0,0,0,0
yes,adult,37.1,75.0,36.0,cool,normal,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,died,yes,yes,1,2,2,0,1
yes,adult,38.3,44.0,21.0,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,5.0,normal,distend_large,44.0,6.5,cloudy,4.4,lived,yes,yes,2,2,0,9,1
no,adult,38.2,56.0,68.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,5.0,normal,distend_large,40.0,6.0,nan,2.3,euthanized,yes,no,5,2,0,6,1
no,adult,38.6,68.0,20.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,5.0,normal,distend_large,38.0,6.5,clear,2.3,lived,no,yes,5,1,2,4,1
no,adult,38.3,54.0,18.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.4,decreased,distend_small,44.0,7.2,serosanguious,2.3,lived,no,yes,2,1,2,4,1
yes,adult,38.2,42.0,20.0,cool,normal,normal_pink,less_3_sec,nan,hypomotile,slight,slight,none,5.0,decreased,distend_large,47.0,60.0,nan,2.3,lived,no,no,0,0,0,0,0
yes,adult,39.3,64.0,90.0,warm,reduced,normal_pink,less_3_sec,nan,hypomotile,none,none,less_1_liter,6.5,normal,distend_large,39.0,6.7,nan,2.3,lived,yes,no,3,1,1,10,1
yes,adult,37.5,60.0,50.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.5,decreased,distend_small,35.0,6.5,nan,2.3,died,yes,no,2,2,0,9,1
